date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:40	17696/17696	---MCZ	200	added ('OK')	text/html	etag:W/%2225350a6d934fb3c693446f392adf5fb5%22	https://picoctf.org/community.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/community.html	(from https://picoctf.org/)
15:18:41	33392/33392	---MCZ	200	added ('OK')	text/html	etag:W/%228b8cf710dc4cd8d16006a7abeafb4397%22	https://picoctf.org/index.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/index-2.html	(from https://picoctf.org/)
15:18:42	17500/17500	---MCZ	200	added ('OK')	text/html	etag:W/%224c103c6026895efd21e6e3fe8e395970%22	https://picoctf.org/competitions/past.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/competitions/past.html	(from https://picoctf.org/)
15:18:43	45771/45771	---MCZ	200	added ('OK')	text/html	etag:W/%22a950b0dabc8db450894ce17978f9ec77%22	https://picoctf.org/about.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/about.html	(from https://picoctf.org/)
15:18:44	19761/19761	---MCZ	200	added ('OK')	text/html	etag:W/%22fd2f16cc1f81e4dd6cdd3f8a33a84bdc%22	https://picoctf.org/sponsors.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/sponsors.html	(from https://picoctf.org/)
15:18:45	13947/13947	---MCZ	200	added ('OK')	text/html	etag:W/%22f254b621043235f357742b133b5e08f8%22	https://picoctf.org/contact.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/contact.html	(from https://picoctf.org/)
15:18:46	25985/25985	---M--	200	added ('OK')	image/png	etag:%2209f1da95ce2386fcdd0097b401020cef%22	https://picoctf.org/img/logos/CMU-large.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/CMU-large.png	(from https://picoctf.org/)
15:18:47	59735/59735	---M--	200	added ('OK')	image/png	etag:%221040dde296fad52e4aaeb84b1dcf9fa4%22	https://picoctf.org/img/logos/CMU-large-horizontal.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/CMU-large-horizontal.png	(from https://picoctf.org/)
15:18:48	19662/19662	---MCZ	200	added ('OK')	text/html	etag:W/%22af54f4f51ee882697a5ffff294a2d47a%22	https://picoctf.org/GenCyber/index.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/GenCyber/index.html	(from https://picoctf.org/)
15:18:48	31042/31042	---MCZ	200	added ('OK')	text/html	etag:W/%220b2b47dcf39cc32a31a5f88b4ac3be0d%22	https://picoctf.org/competitions/2024-spring.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/competitions/2024-spring.html	(from https://picoctf.org/)
15:18:49	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211d71103096f4c0e5d88faa6a6e131d5%22	https://connect.facebook.net/en_US/sdk.js	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/connect.facebook.net/en_US/sdk.js	(from https://picoctf.org/)
15:18:50	129698/129698	---M--	200	added ('OK')	image/jpeg	etag:%22ad669492e8fa1478c2da90a8aa7a1588%22	https://picoctf.org/img/photos/students2.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/students2.jpg	(from https://picoctf.org/)
15:18:51	2696/2696	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d806d1ddbc94f11153b6b09d6b28958%22	https://picoctf.org/img/icons/learn.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/learn.svg	(from https://picoctf.org/)
15:18:52	3386/3386	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d377572238a9b2b92351dce0ef9ff6f4%22	https://picoctf.org/img/icons/practice.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/practice.svg	(from https://picoctf.org/)
15:18:53	3234/3234	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263381f92e04e5e9e6a098ad440e20c66%22	https://picoctf.org/img/icons/compete.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/compete.svg	(from https://picoctf.org/)
15:18:54	2216/2216	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22278704ce8938f703aefbbc994e7e8f2d%22	https://picoctf.org/img/icons/ideas.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/ideas.svg	(from https://picoctf.org/)
15:18:55	854/854	---M--	200	added ('OK')	image/svg+xml	etag:%2250bc1b0c812fb931dbc863dfc094d322%22	https://picoctf.org/img/icons/chart.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/chart.svg	(from https://picoctf.org/)
15:18:56	632/632	---M--	200	added ('OK')	image/svg+xml	etag:%22ee8124cb59a5e0a4439c892da9e5be94%22	https://picoctf.org/img/icons/play.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/play.svg	(from https://picoctf.org/)
15:18:57	18314/18314	---M--	200	added ('OK')	image/jpeg	etag:%22765329a57aa6c802dc191b8a86690523%22	https://picoctf.org/img/photos/picogym.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/picogym.jpg	(from https://picoctf.org/)
15:18:58	784/784	---M--	200	added ('OK')	image/svg+xml	etag:%222555be457bc0ba304a7e277209187750%22	https://picoctf.org/img/icons/calendar.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/calendar.svg	(from https://picoctf.org/)
15:18:59	1343/1343	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f6e6320d3bdbfb15c3f97110cd453c05%22	https://picoctf.org/img/icons/checklist.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/icons/checklist.svg	(from https://picoctf.org/)
15:19:00	1387/1387	---M--	200	added ('OK')	image/png	etag:%2264d61329b68672aeb3d5ec52536f7bc3%22	https://picoctf.org/img/logos/facebook.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/facebook.png	(from https://picoctf.org/)
15:19:01	2943/2943	---M--	200	added ('OK')	image/png	etag:%225aeba9c1a30b732782b7d9726e6a2909%22	https://picoctf.org/img/logos/twitter.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/twitter.png	(from https://picoctf.org/)
15:19:01	188/188	---M--	200	added ('OK')	text/html	etag:%224b280c793220b96a9ff78b87dd96ad9a%22	https://picoctf.org/discord	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/discord.html	(from https://picoctf.org/)
15:19:02	2705/2705	---M--	200	added ('OK')	image/png	etag:%2255aeaf4d4e69cfc7b5968de235f69b2b%22	https://picoctf.org/img/logos/discord.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/discord.png	(from https://picoctf.org/)
15:19:03	70036/70036	---M--	200	added ('OK')	image/png	etag:%221846ee43c07a59834deaf1d21748d33e%22	https://picoctf.org/img/sponsor/crl.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/crl.png	(from https://picoctf.org/)
15:19:04	16267/16267	---M--	200	added ('OK')	image/png	etag:%229b8664bc78f0e52cf96dd7b7821e6cc9%22	https://picoctf.org/img/sponsor/CMU-Africa.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/CMU-Africa.png	(from https://picoctf.org/)
15:19:05	34898/34898	---M--	200	added ('OK')	image/png	etag:%22d63d3278a0134fd6772b2aed5a68c349%22	https://picoctf.org/img/sponsor/forallsecure.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/forallsecure.png	(from https://picoctf.org/)
15:19:06	7484/7484	---M--	200	added ('OK')	image/png	etag:%22a5e44cf2e6a72543fa48a22a322b26c1%22	https://picoctf.org/img/sponsor/boeing.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/boeing.png	(from https://picoctf.org/)
15:19:06	16943/16943	---M--	200	added ('OK')	image/png	etag:%22815001498af46820da52e409aa2864e6%22	https://picoctf.org/img/sponsor/ford.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/ford.png	(from https://picoctf.org/)
15:19:07	15064/15064	---M--	200	added ('OK')	image/jpeg	etag:%223cc2d13777deb9f91c5905c2b4c81bb7%22	https://picoctf.org/img/sponsor/gm.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/gm.jpg	(from https://picoctf.org/)
15:19:08	45772/45772	---M--	200	added ('OK')	image/png	etag:%22243ca7a848349513dbda894b3bdb73f3%22	https://picoctf.org/img/sponsor/sap.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/sap.png	(from https://picoctf.org/)
15:19:09	16641/16641	---M--	200	added ('OK')	image/png	etag:%22fac49fc318e97ae51eb80da38057c9ef%22	https://picoctf.org/img/sponsor/tcm.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/tcm.png	(from https://picoctf.org/)
15:19:10	2431/2431	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cd61dc1c3bc7cbc3c26ebfaf1a1f4ef2%22	https://picoctf.org/img/sponsor/cisco.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/cisco.svg	(from https://picoctf.org/)
15:19:11	86903/86903	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220c7d22a670bc689b9cd55a99ce8009db%22	https://picoctf.org/img/sponsor/nsa.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/nsa.svg	(from https://picoctf.org/)
15:19:12	129412/129412	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bf08081d9b07623bc9c0242d8916b05a%22	https://picoctf.org/img/sponsor/nsf.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/nsf.svg	(from https://picoctf.org/)
15:19:13	9345/9345	---M--	200	added ('OK')	image/png	etag:%2223beca3886bb44957c59617aa528f359%22	https://picoctf.org/img/sponsor/cf-logo-v-rgb.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/cf-logo-v-rgb.png	(from https://picoctf.org/)
15:19:14	12072/12072	---M--	200	added ('OK')	image/png	etag:%22c1a723db2c1a358c91461a613dab0afa%22	https://picoctf.org/img/sponsor/ottersec.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/ottersec.png	(from https://picoctf.org/)
15:19:15	33331/33331	---M--	200	added ('OK')	image/png	etag:%220fe4f4c7056748073beeb5338039ff5b%22	https://picoctf.org/img/sponsor/creative-tim.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/sponsor/creative-tim.png	(from https://picoctf.org/)
15:19:16	4092/4092	---M--	200	added ('OK')	image/png	etag:%227ecd6ea8ed61740ea96973127168b738%22	https://picoctf.org/img/logos/cmu.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/cmu.png	(from https://picoctf.org/)
15:19:17	15635/15635	---M--	200	added ('OK')	image/png	etag:%2263689d96feab91c4799d7fb976922cb9%22	https://picoctf.org/img/logos/ini.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/ini.png	(from https://picoctf.org/)
15:19:18	30615/30615	---M--	200	added ('OK')	image/png	etag:%22a976a7eca288ea59392f3ddc73acc8e1%22	https://picoctf.org/img/logos/cylab.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/cylab.png	(from https://picoctf.org/)
15:19:19	2224/2224	---M--	200	added ('OK')	image/png	etag:%229f73b69e12e2d592b0c0a5edbfd3f74f%22	https://picoctf.org/img/logos/ppp.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/logos/ppp.png	(from https://picoctf.org/)
15:19:20	59535/59535	---MCZ	200	added ('OK')	text/html	etag:W/%22b37db2e524c7797514aac7778fba5228%22	https://picoctf.org/privacy.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/privacy.html	(from https://picoctf.org/)
15:19:21	44573/44573	---MCZ	200	added ('OK')	text/html	etag:W/%223f68685cfd9ed1ec2d06ab37b29c1429%22	https://picoctf.org/terms.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/terms.html	(from https://picoctf.org/)
15:19:22	5478/5478	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef94c5a3e5980a774fff4f89ae4cae68%22	https://picoctf.org/js/script.js	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/script.js	(from https://picoctf.org/)
15:19:23	57780/57780	---M--	200	added ('OK')	image/jpeg	etag:%22d51af994ff86048e4e82d9fd5a2911dd%22	https://picoctf.org/img/banner/home-banner-bg.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/banner/home-banner-bg.jpg	(from https://picoctf.org/css/main.css?1711550832)
15:19:24	15502/15502	---M--	200	added ('OK')	image/jpeg	etag:%222677b5a5072497c4e5a081a858a6d8e5%22	https://picoctf.org/img/banner/divider-bg.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/banner/divider-bg.jpg	(from https://picoctf.org/css/main.css?1711550832)
15:19:25	18836/18836	---M--	200	added ('OK')	image/jpeg	etag:%22be9919d96c535dc25bda73e9a4017784%22	https://picoctf.org/img/banner/banner-bg2.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/banner/banner-bg2.jpg	(from https://picoctf.org/css/main.css?1711550832)
15:19:26	40046/40046	---M--	200	added ('OK')	image/jpeg	etag:%22ba2d90b96bb0225e6c500ae65360a735%22	https://picoctf.org/img/banner/alt-bg-top1.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/banner/alt-bg-top1.jpg	(from https://picoctf.org/css/main.css?1711550832)
15:19:27	155983/155983	---M--	200	added ('OK')	image/jpeg	etag:%2206ea0a411732240a1e9e9ed4c74a8b3e%22	https://picoctf.org/img/banner/alt-bg-top2.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/banner/alt-bg-top2.jpg	(from https://picoctf.org/css/main.css?1711550832)
15:19:28	14002/14002	---M--	200	added ('OK')	image/jpeg	etag:%227dfcc19ba2bc9701e9b9eb6b43fc0b99%22	https://picoctf.org/img/banner/alt-bg-top3.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/banner/alt-bg-top3.jpg	(from https://picoctf.org/css/main.css?1711550832)
15:19:29	65035/65035	---M--	200	added ('OK')	image/png	etag:%22c36e798d5028739ec8298e2cc721ae10%22	https://picoctf.org/img/photos/category-bg.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/category-bg.png	(from https://picoctf.org/css/main.css?1711550832)
15:19:30	129734/129734	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223165b14bbf3b64fca65829ecde6b800d%22	https://picoctf.org/webfonts/fa-brands-400.eot	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-brands-400.eot	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:30	129734/129734	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223165b14bbf3b64fca65829ecde6b800d%22	https://picoctf.org/webfonts/fa-brands-400.eot?	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-brands-400d41d.eot	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:31	74680/74680	---M--	200	added ('OK')	font/woff2	etag:%22f861a57c52ef711cf807a3eec92c0e17%22	https://picoctf.org/webfonts/fa-brands-400.woff2	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-brands-400.woff2	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:32	87644/87644	---M--	200	added ('OK')	font/woff	etag:%22457cb96b6191ed105c4fe8463957f70d%22	https://picoctf.org/webfonts/fa-brands-400.woff	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-brands-400.woff	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:33	129428/129428	---MCZ	200	added ('OK')	font/ttf	etag:W/%22f2e186cfab4787d4ef6f1bb192aa9a1b%22	https://picoctf.org/webfonts/fa-brands-400.ttf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-brands-400.ttf	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:34	695241/695241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2275af8363f4a38af4de07e056ffa068f9%22	https://picoctf.org/webfonts/fa-brands-400.svg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-brands-400.svg	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:35	34394/34394	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a03df7ab0ffc96cabbfe3dc71c60baaa%22	https://picoctf.org/webfonts/fa-regular-400.eot	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-regular-400.eot	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:35	34394/34394	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a03df7ab0ffc96cabbfe3dc71c60baaa%22	https://picoctf.org/webfonts/fa-regular-400.eot?	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-regular-400d41d.eot	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:36	13596/13596	---M--	200	added ('OK')	font/woff2	etag:%22bd52a727b5449dc3f8195b72c9c58341%22	https://picoctf.org/webfonts/fa-regular-400.woff2	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-regular-400.woff2	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
15:19:37	16804/16804	---M--	200	added ('OK')	font/woff	etag:%227ab2cb050690f93994c46258d49af5b6%22	https://picoctf.org/webfonts/fa-regular-400.woff	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/webfonts/fa-regular-400.woff	(from https://picoctf.org/css/font-awesome.min.css?1711550832)
